author_did,author_handle,author_display_name,created_at,text,langs,cid,indexed_at,like_count,reply_count,repost_count,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_power_appeal,label_power_appeal,prob_scapegoating,label_scapegoating
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T21:48:23.315Z,"essentially the likes index is keyed by DIDs and enumerating them by time would require a secondary index, which is a chore on scylla",['en'],bafyreibjoooevanzpe3greibgv4o36erecec4mkc5x3qpracvkon3sk4ky,2024-02-02T21:48:23.315Z,9,3,3,0.046120718,0,0.26354274,0,0.22065568,0,0.647833,1,0.30137506,0,0.5162813,1,0.30894864,0,0.16537562,0,0.26976994,0,0.23609097,0,0.2152146,0,0.14779621,0,0.19229257,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T21:43:06.023Z,I had POP pop in the attic,['en'],bafyreifschcft52isvmdcedu6s4n5q4ubmp2tx4nbh7ysrodrplkaf55ja,2024-02-02T21:43:06.023Z,3,2,0,0.1373533,0,0.30719697,0,0.19467822,0,0.20567288,0,0.19751711,0,0.1655701,0,0.56726456,1,0.08365962,0,0.22461532,0,0.07775371,0,0.22187072,0,0.09309636,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T20:05:01.550Z,@jacob.gold we need to name some service weasel,['en'],bafyreieh75vr4uqrawrcwovkhababfj3b5fl2rd5odpubb4lso2utwci3i,2024-02-02T20:05:01.550Z,8,1,0,0.2396185,0,0.12971774,0,0.109879166,0,0.1295328,0,0.14574693,0,0.07917442,0,0.12365909,0,0.1392265,0,0.22461532,0,0.15018459,0,0.22852683,0,0.09868214,0,0.08836041,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T20:04:16.439Z,we got the kanbans,['en'],bafyreihimefcepfc45iwvof4lgz6phb5lklncww7nyzxpckiyytlqf432m,2024-02-02T20:04:16.439Z,3,1,1,0.0665887,0,0.2024268,0,0.1773599,0,0.16876596,0,0.22539337,0,0.16002655,0,0.38166767,0,0.1065401,0,0.24661373,0,0.15018459,0,0.2152146,0,0.09868214,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:27:51.015Z,"full stack of engineers boss, just like you asked for",['en'],bafyreihaizewstbw7f5c2cqepxz2uwgte7zm3u4a7vtes7azbpdpr666ja,2024-02-02T19:27:51.015Z,38,3,0,0.020842785,0,0.17910267,0,0.1773599,0,0.06955251,0,0.18557015,0,0.07504572,0,0.2762251,0,0.17845018,0,0.20377472,0,0.111442484,0,0.2152146,0,0.1230058,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:25:42.153Z,haha ya,['en'],bafyreidflft3s6vdolh63klq3c5nuug6hzitbdita44lcxssigdd3cy5ue,2024-02-02T19:25:42.153Z,6,1,0,0.034984488,0,0.34212035,0,0.54551643,1,0.13423713,0,0.3163644,0,0.12374999,0,0.432571,0,0.20459929,0,0.27903244,0,0.20577107,0,0.29286933,0,0.19324528,0,0.19229257,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T19:25:03.582Z,"personally I think it's wrong to stack engineers, fully or otherwise",['en'],bafyreieuny2ieyp4suensbn3j6pkgpxfjgeyhwdi4ct2a2lvhmf3hu3kla,2024-02-02T19:25:03.582Z,178,19,9,0.07212844,0,0.16264103,0,0.13241576,0,0.15236288,0,0.14574693,0,0.0961107,0,0.1464604,0,0.20459929,0,0.19798566,0,0.20577107,0,0.2584794,0,0.09557893,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:33:37.424Z,"happily married, sorry friend",['en'],bafyreid4d5gt6rjzhxwzv2xn2o2bxpqxlyjv35mxrfn7rylwwzv46seryi,2024-02-02T18:33:37.424Z,10,1,0,0.045131154,0,0.17204767,0,0.7724429,1,0.11541978,0,0.3163644,0,0.13584217,0,0.30894864,0,0.15230106,0,0.26166525,0,0.111442484,0,0.2584794,0,0.1230058,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:32:44.941Z,fully stacked engineer good yes,['en'],bafyreihzoazuhiudmhplukw4yzznpzzs4utdmg2yoobxf6q37mcr3thlgi,2024-02-02T18:32:44.941Z,8,1,0,0.05304765,0,0.08503614,0,0.109879166,0,0.08131335,0,0.16167621,0,0.091560535,0,0.116058655,0,0.08365962,0,0.18640755,0,0.09965141,0,0.20190234,0,0.08999315,0,0.07803257,0
did:plc:mul5ctx7d7cjsz3vrx3siuaf,schuldberg.com,Schuldberg,2024-02-02T18:24:14.555Z,Glass half full stack engineer,['en'],bafyreici4xbcesyrp2v5jrra5cmspd5hqlqf6ozqf3rg6unm2bl3qfl24u,2024-02-02T18:24:14.555Z,17,0,2,0.04166769,0,0.10620111,0,0.11631819,0,0.13423713,0,0.1131365,0,0.15311672,0,0.15623868,0,0.1065401,0,0.22461532,0,0.16197565,0,0.22187072,0,0.09309636,0,0.09122925,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:22:46.582Z,full stack engineer implies empty stack engineer,['en'],bafyreihassgpguencd5nur5qogpeck57qo6to35hlkltocgz5rickscuoa,2024-02-02T18:22:46.582Z,177,38,14,0.013948329,0,0.049761195,0,0.058366958,0,0.1295328,0,0.09344797,0,0.13584217,0,0.077106416,0,0.15230106,0,0.19219661,0,0.19229555,0,0.24294843,0,0.08999315,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T18:00:10.258Z,Im a little toity sometimes,['en'],bafyreihwcn44chzxepv7hnu7rsupxwyuod3qahqgo6loho6zo3vxr4oh3y,2024-02-02T18:00:10.258Z,1,2,0,0.147767,0,0.23298477,0,0.45445293,0,0.106011115,0,0.23734035,0,0.12893236,0,0.4972477,0,0.1065401,0,0.22461532,0,0.08954478,0,0.2152146,0,0.09868214,0,0.08606533,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:49:24.564Z,"seems like an appropriate time to mention that when my parents asked about joining I told them if they ever do, I'm sorry about my posts",['en'],bafyreic6totddaoqi7mycyflbrotjcf2lpcsoo57y5p7h3zeji4z5kw6eu,2024-02-02T17:49:24.564Z,55,3,1,0.022846194,0,0.32465866,0,0.6351243,1,0.18516903,0,0.23734035,0,0.16002655,0,0.72697043,1,0.10000282,0,0.22461532,0,0.01879834,0,0.2152146,0,0.08999315,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:48:04.484Z,"oh sure saving a post to jerk off to later

but what are books and why are they marking the post. is that a j/o thing too",['en'],bafyreigtia4hwfleyr3rbf6cbt5kevc274b53zdzrvflj6tgsboszr3uqe,2024-02-02T17:48:04.484Z,44,8,4,0.28857216,0,0.12971774,0,0.13885477,0,0.06484817,0,0.4712543,0,0.091560535,0,0.1464604,0,0.3091958,0,0.19798566,0,0.124918,0,0.35277444,0,0.102347136,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:43:46.019Z,book... marks...?,['en'],bafyreigoov347cusgp2gjo5aa5rpik3rx7r5nphxkht5d3o7zsk7ztydr4,2024-02-02T17:43:46.019Z,28,5,1,0.012817383,0,0.17204767,0,0.28992894,0,0.14416134,0,0.41129693,0,0.15311672,0,0.30894864,0,0.19152474,0,0.2871371,0,0.19229555,0,0.2751197,0,0.19324528,0,0.17419864,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:43:19.174Z,thanks you too!,['en'],bafyreigxzkbzbimmydpd7np6vuzzolvg7rtilfe2tjm2bwv7rr5cqyrj6a,2024-02-02T17:43:19.174Z,2,0,0,0.008105109,0,0.49927562,0,0.7927973,1,0.18516903,0,0.60752124,1,0.23668297,0,0.6157378,1,0.2372857,0,0.31492457,0,0.19229555,0,0.30174416,0,0.26761648,0,0.23933682,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:36:11.313Z,and a happy face computer day to you,['en'],bafyreihqwqtpc6tyqpbpmuqxsn6bhmkgho3g4duesjwp4vumu4by5ul4zi,2024-02-02T17:36:11.313Z,3,0,0,0.09828771,0,0.1391244,0,0.45445293,0,0.11071545,0,0.106573656,0,0.11856762,0,0.1853263,0,0.06077914,0,0.22461532,0,0.124918,0,0.22187072,0,0.09309636,0,0.080901414,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:18:47.689Z,a secret third pop,['en'],bafyreiazlmexgwfa5wkhm6ebsbmkxmzg45ainafl2dmzbdtofv6uuxoddy,2024-02-02T17:18:47.689Z,10,1,0,0.04834723,0,0.12266275,0,0.14851332,0,0.11541978,0,0.17362319,0,0.12374999,0,0.2144139,0,0.16537562,0,0.24661373,0,0.19229555,0,0.2507139,0,0.14779621,0,0.0945853,0
did:plc:ragtjsm2j2vknwkz3zp4oxrd,pfrazee.com,Paul Frazee 🦋,2024-02-02T17:15:10.596Z,this is in fact the technical answer bsky.app/profile/pfra...,['en'],bafyreieqvbx4xjgb6n6tyleezc4plmrlxkeksf4xbg5jvciu5oxuqyjfrq,2024-02-02T17:15:10.596Z,7,0,0,0.015770407,0,0.15323438,0,0.13241576,0,0.18516903,0,0.41129693,0,0.15311672,0,0.23259366,0,0.049699605,0,0.20377472,0,0.07775371,0,0.17305915,0,0.08999315,0,0.08319649,0
