uri,created_at,link,Link,Text,Retweets,Likes,Comments,Civic,Feed,Timestamp,author_handle,is_frequent_poster,did,text,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_scapegoating,label_scapegoating
at://did:plc:7kbrpoxrxa6cgegxrhdgihhp/app.bsky.feed.post/3koehjareed22,2024-03-23T12:49:18.458Z,https://bsky.app/profile/blueheronfarm.bsky.social/post/3koehjareed22,https://bsky.app/profile/blueheronfarm.bsky.social/post/3koehjareed22,Today in the garden I have my first zucchini bloom and evidence of future cactus flowers. 🌱,2,82,4,False,,,blueheronfarm.bsky.social,True,at://did:plc:7kbrpoxrxa6cgegxrhdgihhp/app.bsky.feed.post/3koehjareed22,Today in the garden I have my first zucchini bloom and evidence of future cactus flowers. 🌱,0.013822667,0,0.24714777,0,0.095743746,0,0.35408178,0,0.05408074,0,0.18780111,0,0.5663938,1,0.05613854,0,0.106330596,0,0.1089878,0,0.0548658,0,0.060975682,0
at://did:plc:so4so6nb4tmzk2qsitl3o2cx/app.bsky.feed.post/3koehh6sx742n,2024-03-23T12:48:09.993Z,https://bsky.app/profile/dfm42.bsky.social/post/3koehh6sx742n,https://bsky.app/profile/dfm42.bsky.social/post/3koehh6sx742n,You only get a train selfie this time 🚄,0,22,0,False,,,dfm42.bsky.social,False,at://did:plc:so4so6nb4tmzk2qsitl3o2cx/app.bsky.feed.post/3koehh6sx742n,You only get a train selfie this time 🚄,0.034748793,0,0.09634415,0,0.18607083,0,0.16161843,0,0.109343514,0,0.103851885,0,0.31620008,0,0.15587102,0,0.2656334,0,0.11299363,0,0.13247147,0,0.13188316,0
at://did:plc:eclsovkvxr7cl2av27eksa4m/app.bsky.feed.post/3koehg2y5xo2z,2024-03-23T12:47:32.362Z,https://bsky.app/profile/annijyn.bsky.social/post/3koehg2y5xo2z,https://bsky.app/profile/annijyn.bsky.social/post/3koehg2y5xo2z,i just aw’d out loud at these stupid pastry leaves,0,21,1,False,,,annijyn.bsky.social,False,at://did:plc:eclsovkvxr7cl2av27eksa4m/app.bsky.feed.post/3koehg2y5xo2z,i just aw’d out loud at these stupid pastry leaves,0.5721988,1,0.24952528,0,0.09059314,0,0.08505413,0,0.0658001,0,0.09002491,0,0.39773494,0,0.4905021,0,0.17901231,0,0.18985781,0,0.38230544,0,0.20661998,0
at://did:plc:gt3ch2hzuhgawokj6lquoh2m/app.bsky.feed.post/3koehfkywju2y,2024-03-23T12:47:15.692574+00:00,https://bsky.app/profile/mobydickatsea.bsky.social/post/3koehfkywju2y,https://bsky.app/profile/mobydickatsea.bsky.social/post/3koehfkywju2y,"we are all somehow dreadfully cracked about the head, and sadly need mending.",28,41,2,False,,,mobydickatsea.bsky.social,False,at://did:plc:gt3ch2hzuhgawokj6lquoh2m/app.bsky.feed.post/3koehfkywju2y,"we are all somehow dreadfully cracked about the head, and sadly need mending.",0.20195828,0,0.41019276,0,0.25149468,0,0.09753984,0,0.06743011,0,0.07717534,0,0.17845505,0,0.55034983,1,0.31720668,0,0.5827711,1,0.35619268,0,0.22738464,0
at://did:plc:vuykhoofwi3fypfdci3zpwql/app.bsky.feed.post/3koehe4gwtb2i,2024-03-23T12:46:26.480Z,https://bsky.app/profile/vviderlich.bsky.social/post/3koehe4gwtb2i,https://bsky.app/profile/vviderlich.bsky.social/post/3koehe4gwtb2i,"seit ca 2021 lebt ein tweet von nilu mietfrei in meinem kopf und zwar sowas wie „tweets für leute
wo die strumpfhose so bissi stauben tut beim anziehen“",0,21,2,False,,,vviderlich.bsky.social,False,at://did:plc:vuykhoofwi3fypfdci3zpwql/app.bsky.feed.post/3koehe4gwtb2i,"seit ca 2021 lebt ein tweet von nilu mietfrei in meinem kopf und zwar sowas wie „tweets für leute
wo die strumpfhose so bissi stauben tut beim anziehen“",0.13041082,0,0.17790961,0,0.17844121,0,0.1997879,0,0.09951106,0,0.17798842,0,0.4158437,0,0.2311306,0,0.18576612,0,0.24442972,0,0.17857973,0,0.13018231,0
at://did:plc:474ldquxwzrlcvjhhbbk2wte/app.bsky.feed.post/3koehdsn2v724,2024-03-23T12:46:16.590Z,https://bsky.app/profile/josie.zone/post/3koehdsn2v724,https://bsky.app/profile/josie.zone/post/3koehdsn2v724,"This is the beginning, but the rest of it would get me in content-warning trouble lol",0,17,1,False,,,josie.zone,False,at://did:plc:474ldquxwzrlcvjhhbbk2wte/app.bsky.feed.post/3koehdsn2v724,"This is the beginning, but the rest of it would get me in content-warning trouble lol",0.13214645,0,0.16568017,0,0.093667574,0,0.18172787,0,0.090076774,0,0.12199044,0,0.30433813,0,0.13881847,0,0.2762252,0,0.09225705,0,0.14661552,0,0.13876477,0
at://did:plc:qf7yihrc5tp2kdkfv6xfleq2/app.bsky.feed.post/3koeh5677o42o,2024-03-23T12:42:33.842Z,https://bsky.app/profile/ihatenfts.whitecanof.monster/post/3koeh5677o42o,https://bsky.app/profile/ihatenfts.whitecanof.monster/post/3koeh5677o42o,awake but at what cost,5,15,0,False,,,ihatenfts.whitecanof.monster,False,at://did:plc:qf7yihrc5tp2kdkfv6xfleq2/app.bsky.feed.post/3koeh5677o42o,awake but at what cost,0.02638162,0,0.2638654,0,0.31219605,0,0.1016479,0,0.41591358,0,0.10903197,0,0.2867571,0,0.32917807,0,0.45575067,0,0.21203743,0,0.30740595,0,0.26372364,0
at://did:plc:5a3m5zh6tx4ryhku24rzukkc/app.bsky.feed.post/3koeh53hyoo2v,2024-03-23T12:42:28.991Z,https://bsky.app/profile/karlhungus.bsky.social/post/3koeh53hyoo2v,https://bsky.app/profile/karlhungus.bsky.social/post/3koeh53hyoo2v,"It's simply not possible to live responsibly enough that it forecloses this possibility. 
There's no way you can put aside enough money to pay for intensive care at $20k+ a day.
That's why it was always a bullshit argument when the GOP yelled about ""personal responsibility.""",0,5,1,True,,,karlhungus.bsky.social,False,at://did:plc:5a3m5zh6tx4ryhku24rzukkc/app.bsky.feed.post/3koeh53hyoo2v,"It's simply not possible to live responsibly enough that it forecloses this possibility. 
There's no way you can put aside enough money to pay for intensive care at $20k+ a day.
That's why it was always a bullshit argument when the GOP yelled about ""personal responsibility.""",0.4977744,0,0.17790961,0,0.44081154,0,0.4905343,0,0.1762937,0,0.39191514,0,0.10767364,0,0.6540324,1,0.34079704,0,0.79093623,1,0.5785937,1,0.61001545,1
at://did:plc:r7s47dgnul2q2tn2ya3re6ty/app.bsky.feed.post/3koegyucxbf2b,2024-03-23T12:40:09.096Z,https://bsky.app/profile/asterisk.gay/post/3koegyucxbf2b,https://bsky.app/profile/asterisk.gay/post/3koegyucxbf2b,"shoutouts to @kirakirakira.bsky.social for filling a room with gorgeous queers for her tranniversary
and having everyone get vulnerable and real in the best way what a good tradition you have",0,15,2,False,,,asterisk.gay,False,at://did:plc:r7s47dgnul2q2tn2ya3re6ty/app.bsky.feed.post/3koegyucxbf2b,"shoutouts to @kirakirakira.bsky.social for filling a room with gorgeous queers for her tranniversary
and having everyone get vulnerable and real in the best way what a good tradition you have",0.165053,0,0.5726517,1,0.7369995,1,0.4905343,0,0.25069022,0,0.2566848,0,0.43704152,0,0.15299816,0,0.17007428,0,0.31370643,0,0.1239194,0,0.13018231,0
at://did:plc:bdb7ojzgqnht3dtuyz2cno63/app.bsky.feed.post/3koegwdirhd2i,2024-03-23T12:38:43.944Z,https://bsky.app/profile/freyjavalentine.bsky.social/post/3koegwdirhd2i,https://bsky.app/profile/freyjavalentine.bsky.social/post/3koegwdirhd2i,"""Artists should not use references"" okay well if you write you should stop reading. Period. Log off",4,21,3,False,,,freyjavalentine.bsky.social,False,at://did:plc:bdb7ojzgqnht3dtuyz2cno63/app.bsky.feed.post/3koegwdirhd2i,"""Artists should not use references"" okay well if you write you should stop reading. Period. Log off",0.19219314,0,0.09634415,0,0.088569954,0,0.11016245,0,0.044632856,0,0.07026008,0,0.048411634,0,0.76478714,1,0.09714387,0,0.39849445,0,0.51836544,1,0.24404159,0
at://did:plc:6b2es33qsb5lhedkgdbptjmu/app.bsky.feed.post/3koegvgpi4t2r,2024-03-23T12:38:13.966Z,https://bsky.app/profile/fyrescotch.bsky.social/post/3koegvgpi4t2r,https://bsky.app/profile/fyrescotch.bsky.social/post/3koegvgpi4t2r,It should be illegal to have pharma ads but doubly so for them to have a fucking jingle,2,15,1,True,,,fyrescotch.bsky.social,False,at://did:plc:6b2es33qsb5lhedkgdbptjmu/app.bsky.feed.post/3koegvgpi4t2r,It should be illegal to have pharma ads but doubly so for them to have a fucking jingle,0.75208336,1,0.07105747,0,0.1324148,0,0.099992886,0,0.051843114,0,0.06691635,0,0.059575163,0,0.56797296,1,0.2762252,0,0.41832694,0,0.7570864,1,0.40808806,0
at://did:plc:idnalufyzxvckvijsqb4qlp6/app.bsky.feed.post/3koegrwvb2h2g,2024-03-23T12:36:17.063Z,https://bsky.app/profile/sarahweinman.bsky.social/post/3koegrwvb2h2g,https://bsky.app/profile/sarahweinman.bsky.social/post/3koegrwvb2h2g,Wrote about Kate Middleton and cancer and wanting to protect your privacy when you are about to go through it.,1,13,0,False,,,sarahweinman.bsky.social,False,at://did:plc:idnalufyzxvckvijsqb4qlp6/app.bsky.feed.post/3koegrwvb2h2g,Wrote about Kate Middleton and cancer and wanting to protect your privacy when you are about to go through it.,0.04216247,0,0.5654446,1,0.76917386,1,0.4057054,0,0.33728355,0,0.20442122,0,0.52674425,1,0.1121108,0,0.34379998,0,0.05963282,0,0.08527362,0,0.039868217,0
at://did:plc:f4ard5htfxbxnysqqqrrqeyp/app.bsky.feed.post/3koegqjbi7f25,2024-03-23T12:35:29.170Z,https://bsky.app/profile/aedison.bsky.social/post/3koegqjbi7f25,https://bsky.app/profile/aedison.bsky.social/post/3koegqjbi7f25,You know the phenomenon where if you play a bunch of Tetris you start seeing tetrominos as you fall asleep? That’s happening to me with Balatro.,0,22,2,False,,,aedison.bsky.social,False,at://did:plc:f4ard5htfxbxnysqqqrrqeyp/app.bsky.feed.post/3koegqjbi7f25,You know the phenomenon where if you play a bunch of Tetris you start seeing tetrominos as you fall asleep? That’s happening to me with Balatro.,0.045625936,0,0.19487326,0,0.123228945,0,0.2700028,0,0.4936761,0,0.20107053,0,0.47462413,0,0.13115455,0,0.09354177,0,0.11979624,0,0.07988397,0,0.09395382,0
at://did:plc:jaqvxlj62njdschhsxczfpe4/app.bsky.feed.post/3koegphcfzs2l,2024-03-23T12:34:53.589Z,https://bsky.app/profile/manningkrull.bsky.social/post/3koegphcfzs2l,https://bsky.app/profile/manningkrull.bsky.social/post/3koegphcfzs2l,"I like this wall. This has been today's wall of the day, thanks for joining us.",0,14,2,False,,,manningkrull.bsky.social,False,at://did:plc:jaqvxlj62njdschhsxczfpe4/app.bsky.feed.post/3koegphcfzs2l,"I like this wall. This has been today's wall of the day, thanks for joining us.",0.030506283,0,0.5270495,1,0.31831792,0,0.21294741,0,0.25859782,0,0.09002491,0,0.3322735,0,0.09807436,0,0.21127523,0,0.089773275,0,0.0729817,0,0.07494937,0
at://did:plc:6sdn2o7q6tpzfwkcqdinx5sw/app.bsky.feed.post/3koegnss2ke2h,2024-03-23T12:33:58.753Z,https://bsky.app/profile/thetattooedprof.bsky.social/post/3koegnss2ke2h,https://bsky.app/profile/thetattooedprof.bsky.social/post/3koegnss2ke2h,"The two key phrases in this essay are ""When I was a graduate assistant at Harvard..."" and
""When I attended the University of Chicago as an undergraduate..."" If these ginned-up
grievances are where you want to put your energy, while fascists are busy dismantling
higher ed, maybe you should just...not",10,68,6,True,,,thetattooedprof.bsky.social,False,at://did:plc:6sdn2o7q6tpzfwkcqdinx5sw/app.bsky.feed.post/3koegnss2ke2h,"The two key phrases in this essay are ""When I was a graduate assistant at Harvard..."" and
""When I attended the University of Chicago as an undergraduate..."" If these ginned-up
grievances are where you want to put your energy, while fascists are busy dismantling
higher ed, maybe you should just...not",0.1996317,0,0.3130916,0,0.3306766,0,0.2922344,0,0.30077735,0,0.32450983,0,0.44966263,0,0.82182646,1,0.2551007,0,0.6145484,1,0.6691968,1,0.37716222,0
at://did:plc:v4kpg55totpnmg3qm4auu7nw/app.bsky.feed.post/3koegevdyjc2z,2024-03-23T12:32:44.257Z,https://bsky.app/profile/jonathancoe.bsky.social/post/3koegevdyjc2z,https://bsky.app/profile/jonathancoe.bsky.social/post/3koegevdyjc2z,"Can't wait to read this. Wilder's relationship with Brackett was as fascinating as his relationship with
 IAL Diamond - perhaps even more so. I can feel another novel coming on ...",3,14,2,False,,,jonathancoe.bsky.social,False,at://did:plc:v4kpg55totpnmg3qm4auu7nw/app.bsky.feed.post/3koegevdyjc2z,"Can't wait to read this. Wilder's relationship with Brackett was as fascinating as his relationship with
 IAL Diamond - perhaps even more so. I can feel another novel coming on ...",0.018974753,0,0.53531736,1,0.16842249,0,0.48288077,0,0.24675351,0,0.214554,0,0.44798717,0,0.06782429,0,0.09533966,0,0.07075598,0,0.033578344,0,0.0037562854,0
at://did:plc:ejgqchxkaixeq3gxarvlrfwo/app.bsky.feed.post/3koegjkgsln2o,2024-03-23T12:31:35.576Z,https://bsky.app/profile/sixfeetofcandy.bsky.social/post/3koegjkgsln2o,https://bsky.app/profile/sixfeetofcandy.bsky.social/post/3koegjkgsln2o,I don’t want to be a responsible adult I want to play hide and seek in a carwash,7,18,1,False,,,sixfeetofcandy.bsky.social,False,at://did:plc:ejgqchxkaixeq3gxarvlrfwo/app.bsky.feed.post/3koegjkgsln2o,I don’t want to be a responsible adult I want to play hide and seek in a carwash,0.32182294,0,0.24952528,0,0.13941906,0,0.1016479,0,0.07841389,0,0.09681413,0,0.5115195,1,0.24468967,0,0.29222414,0,0.25263512,0,0.30740595,0,0.19243658,0
at://did:plc:555c53zqgqs55yh6gvttf5uv/app.bsky.feed.post/3koeghsn7wh2e,2024-03-23T12:30:37.036Z,https://bsky.app/profile/banditelli.org/post/3koeghsn7wh2e,https://bsky.app/profile/banditelli.org/post/3koeghsn7wh2e,It's true. Morro Bay has harbor otters AND a gray whale right now. 🦑,1,18,1,False,,,banditelli.org,False,at://did:plc:555c53zqgqs55yh6gvttf5uv/app.bsky.feed.post/3koeghsn7wh2e,It's true. Morro Bay has harbor otters AND a gray whale right now. 🦑,0.023671126,0,0.27108505,0,0.1324148,0,0.53881013,1,0.16865413,0,0.39918593,0,0.59050286,1,0.07963396,0,0.049266744,0,0.117053024,0,0.05783842,0,0.08157792,0
at://did:plc:gthl7kdyryv5lylos55da747/app.bsky.feed.post/3koeghsnjoy2b,2024-03-23T12:30:37.011Z,https://bsky.app/profile/bcdreyer.bsky.social/post/3koeghsnjoy2b,https://bsky.app/profile/bcdreyer.bsky.social/post/3koeghsnjoy2b,"Today is Joan Crawford's birthday. Don't sleep on the later films, which may not be particularly
distinguished but that relentlessly display her commitment. One marvels, or at least I marvel.",2,25,2,False,,,bcdreyer.bsky.social,False,at://did:plc:gthl7kdyryv5lylos55da747/app.bsky.feed.post/3koeghsnjoy2b,"Today is Joan Crawford's birthday. Don't sleep on the later films, which may not be particularly
distinguished but that relentlessly display her commitment. One marvels, or at least I marvel.",0.024849601,0,0.38804337,0,0.3526706,0,0.6057378,1,0.10536304,0,0.38287976,0,0.31354934,0,0.11918196,0,0.2136162,0,0.19613408,0,0.10047897,0,0.092549875,0
at://did:plc:5fwxaoha4lvtoseohazxr5uh/app.bsky.feed.post/3koegh5kl3u2a,2024-03-23T12:30:14.883Z,https://bsky.app/profile/naptime.theolive.garden/post/3koegh5kl3u2a,https://bsky.app/profile/naptime.theolive.garden/post/3koegh5kl3u2a,gm bskies. what’s bringing you joy this weekend?,0,48,5,False,,,naptime.theolive.garden,False,at://did:plc:5fwxaoha4lvtoseohazxr5uh/app.bsky.feed.post/3koegh5kl3u2a,gm bskies. what’s bringing you joy this weekend?,0.04216247,0,0.28066093,0,0.34476215,0,0.10331885,0,0.5423291,1,0.09097979,0,0.22312969,0,0.16748181,0,0.33192167,0,0.14727299,0,0.12561196,0,0.1422529,0
at://did:plc:ln2e3x7mqa7r2ygorbmjlymt/app.bsky.feed.post/3koegdnndgd2e,2024-03-23T12:28:17.481Z,https://bsky.app/profile/lizwfab.bsky.social/post/3koegdnndgd2e,https://bsky.app/profile/lizwfab.bsky.social/post/3koegdnndgd2e,"The saddest sound in the world is not a fat orange cat crying at 7:30AM. It’s the sound of a fat orange cat
passive aggressively eating kibbles after I refused to get up and give her wet food.",0,26,2,False,,,lizwfab.bsky.social,False,at://did:plc:ln2e3x7mqa7r2ygorbmjlymt/app.bsky.feed.post/3koegdnndgd2e,"The saddest sound in the world is not a fat orange cat crying at 7:30AM. It’s the sound of a fat orange cat
passive aggressively eating kibbles after I refused to get up and give her wet food.",0.33504707,0,0.26867455,0,0.3854497,0,0.2076579,0,0.12165971,0,0.24836068,0,0.62016255,1,0.4712388,0,0.20194636,0,0.2692481,0,0.40420038,0,0.19640762,0
at://did:plc:7migibs2fyj2psyy6lmkul3h/app.bsky.feed.post/3koegclcbhe2r,2024-03-23T12:27:41.456Z,https://bsky.app/profile/publichealth.bsky.social/post/3koegclcbhe2r,https://bsky.app/profile/publichealth.bsky.social/post/3koegclcbhe2r,this was a BFD to me personally because today i would be dead (and my family bankrupt) without it,4,66,7,False,,,publichealth.bsky.social,False,at://did:plc:7migibs2fyj2psyy6lmkul3h/app.bsky.feed.post/3koegclcbhe2r,this was a BFD to me personally because today i would be dead (and my family bankrupt) without it,0.28857216,0,0.46886346,0,0.40555513,0,0.1406137,0,0.07157431,0,0.12989433,0,0.6344456,1,0.37409663,0,0.44468454,0,0.22817528,0,0.30975488,0,0.21857348,0
at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.post/3koegbo7ff42z,2024-03-23T12:27:11.217Z,https://bsky.app/profile/whistberry.bsky.social/post/3koegbo7ff42z,https://bsky.app/profile/whistberry.bsky.social/post/3koegbo7ff42z,Don't know that anyone has ever bought three of my books at once before 😭😍,3,14,0,False,,,whistberry.bsky.social,False,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.post/3koegbo7ff42z,Don't know that anyone has ever bought three of my books at once before 😭😍,0.028149333,0,0.24714777,0,0.10819801,0,0.13416551,0,0.24675351,0,0.11434096,0,0.7086838,1,0.11629372,0,0.122394055,0,0.11979624,0,0.10779787,0,0.11523164,0
at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3koegbjyvnk2h,2024-03-23T12:27:06.241Z,https://bsky.app/profile/lolgop.bsky.social/post/3koegbjyvnk2h,https://bsky.app/profile/lolgop.bsky.social/post/3koegbjyvnk2h,Just what I need. A robot is going replace me at the only thing I'm good at -- Resspondamess.,2,36,2,False,,,lolgop.bsky.social,False,at://did:plc:yobyqjt4hs5icoihvaombhhn/app.bsky.feed.post/3koegbjyvnk2h,Just what I need. A robot is going replace me at the only thing I'm good at -- Resspondamess.,0.049336795,0,0.31525248,0,0.15614524,0,0.17664811,0,0.0758189,0,0.10903197,0,0.53611654,1,0.41901585,0,0.16784857,0,0.33119497,0,0.20881297,0,0.1712996,0
