link,created_at,uri,num_likes,num_reposts,num_replies,civic,text,source_feed,author_handle,handle,is_frequent_poster,did,prob_toxic,label_toxic,prob_affinity,label_affinity,prob_compassion,label_compassion,prob_constructive,label_constructive,prob_curiosity,label_curiosity,prob_nuance,label_nuance,prob_personal_story,label_personal_story,prob_alienation,label_alienation,prob_fearmongering,label_fearmongering,prob_generalization,label_generalization,prob_moral_outrage,label_moral_outrage,prob_scapegoating,label_scapegoating,total_engagement
https://bsky.app/profile/blueheronfarm.bsky.social/post/3knmci6lfht2e,2024-03-13T22:15:18.829Z,at://did:plc:7kbrpoxrxa6cgegxrhdgihhp/app.bsky.feed.post/3knmci6lfht2e,2192,895,204,False,The only reply I got on Twitter is pussy in bio. Not helpful. We've put his air tag into missing mode so that hopefully it will ping iPhones nearby. I'm just gutted.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,blueheronfarm.bsky.social,blueheronfarm.bsky.social,True,at://did:plc:7kbrpoxrxa6cgegxrhdgihhp/app.bsky.feed.post/3knmci6lfht2e,0.5532103,1,0.6142852,1,0.6256084,1,0.36560544,0,0.18978162,0,0.31800422,0,0.85487825,1,0.5576327,1,0.19962387,0,0.11841835,0,0.4865782,0,0.21607634,0,3291
https://bsky.app/profile/chriswarcraft.bsky.social/post/3knrdpdp7xd2b,2024-03-15T22:20:33.356Z,at://did:plc:oofa3qqoiszsmajbigfqskqv/app.bsky.feed.post/3knrdpdp7xd2b,2642,590,39,True,"I don’t want Supreme Court justices that are friends with each other, I want Supreme Court justices who are unflinchingly against religious fundamentalism and fascism, especially if it’s coming from their colleagues.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,chriswarcraft.bsky.social,chriswarcraft.bsky.social,False,at://did:plc:oofa3qqoiszsmajbigfqskqv/app.bsky.feed.post/3knrdpdp7xd2b,0.112540044,0,0.548799,1,0.28810173,0,0.27275658,0,0.063385084,0,0.13966006,0,0.5562642,1,0.75009257,1,0.15898217,0,0.7819916,1,0.705587,1,0.53630555,1,3271
https://bsky.app/profile/nickkodama.bsky.social/post/3knlovhpnuk2b,2024-03-13T16:24:51.859Z,at://did:plc:d7cxynfva4ff62b3ia7mclwn/app.bsky.feed.post/3knlovhpnuk2b,2086,1101,56,False,"Checking google scholar for recent articles with the phrase ""certainly, here is a"":",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,nickkodama.bsky.social,nickkodama.bsky.social,False,at://did:plc:d7cxynfva4ff62b3ia7mclwn/app.bsky.feed.post/3knlovhpnuk2b,0.014765122,0,0.07458106,0,0.07037827,0,0.38249207,0,0.14603578,0,0.2282475,0,0.18186125,0,0.11107695,0,0.20427404,0,0.2184817,0,0.06088465,0,0.105728544,0,3243
https://bsky.app/profile/bachynski.bsky.social/post/3knvd764tfu2y,2024-03-17T12:22:09.738Z,at://did:plc:f5j66gguacu2rqrqxdqzozpa/app.bsky.feed.post/3knvd764tfu2y,2072,1091,11,True,"“On this St. Patrick’s Day… we are appealing to the conscience of Irish America. We ask Irish Americans in their capacity as citizens, as members of cultural and benevolent societies, as political leaders, to use their influence to avert a Famine as severe as the one faced by their ancestors.”",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,bachynski.bsky.social,bachynski.bsky.social,False,at://did:plc:f5j66gguacu2rqrqxdqzozpa/app.bsky.feed.post/3knvd764tfu2y,0.063423134,0,0.25667855,0,0.65777814,1,0.56226593,1,0.10144578,0,0.42121267,0,0.10591495,0,0.26398,0,0.7825748,1,0.5808191,1,0.37511086,0,0.36036575,0,3174
https://bsky.app/profile/internethippo.bsky.social/post/3knrrzek5h42v,2024-03-16T02:36:42.276Z,at://did:plc:ux34natbhxube3xgdu3rhf45/app.bsky.feed.post/3knrrzek5h42v,2576,531,50,False,"Rent is so stupid, yeah I have a subscription to housing",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,internethippo.bsky.social,internethippo.bsky.social,False,at://did:plc:ux34natbhxube3xgdu3rhf45/app.bsky.feed.post/3knrrzek5h42v,0.61223894,1,0.54464513,1,0.21518372,0,0.14995342,0,0.12165971,0,0.17151402,0,0.6305649,1,0.37125298,0,0.3528591,0,0.44499636,0,0.48106882,0,0.32001022,0,3157
https://bsky.app/profile/secretaboutbox.bsky.social/post/3knlqwt2l322n,2024-03-13T17:01:24.575Z,at://did:plc:pzvko3dvcjbysqakwci3t3gf/app.bsky.feed.post/3knlqwt2l322n,1618,1484,20,True,reskeet if the existence of trans people makes you smile,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,secretaboutbox.bsky.social,secretaboutbox.bsky.social,True,at://did:plc:pzvko3dvcjbysqakwci3t3gf/app.bsky.feed.post/3knlqwt2l322n,0.32764325,0,0.12267091,0,0.2457886,0,0.10842784,0,0.25069022,0,0.113268904,0,0.17506383,0,0.51287186,1,0.27357143,0,0.4506098,0,0.4054297,0,0.24145412,0,3122
https://bsky.app/profile/rainsurname.bsky.social/post/3knhl3db6jt2y,2024-03-12T01:05:54.296Z,at://did:plc:44yddrxlbkmufwcl6yajflro/app.bsky.feed.post/3knhl3db6jt2y,2264,764,16,True,"Did you know John Cena's bit at the Oscars was to support the costume designers' union, which is mostly female, which gets paid 30% less than the male-dominated departments? They may have to strike this summer, & their campaign motto is ""You're Naked Without Us.""",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,rainsurname.bsky.social,rainsurname.bsky.social,False,at://did:plc:44yddrxlbkmufwcl6yajflro/app.bsky.feed.post/3knhl3db6jt2y,0.23451406,0,0.24952528,0,0.46777606,0,0.6057378,1,0.68870485,1,0.6328704,1,0.26176634,0,0.28216666,0,0.09354177,0,0.5570699,1,0.24805763,0,0.22611903,0,3044
https://bsky.app/profile/mommunism.bsky.social/post/3kneg3vwgzl2p,2024-03-10T18:58:45.870Z,at://did:plc:squcwsoa45f5ibxykhzpnvnc/app.bsky.feed.post/3kneg3vwgzl2p,2415,528,56,True,If JD Vance becomes vice president the blame is squarely on the shoulders of every liberal who bought Hillbilly Elegy and didn’t listen to actual people from Appalachia telling you what a fraud he was.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,mommunism.bsky.social,mommunism.bsky.social,True,at://did:plc:squcwsoa45f5ibxykhzpnvnc/app.bsky.feed.post/3kneg3vwgzl2p,0.40336934,0,0.15355562,0,0.22893222,0,0.2603964,0,0.09854957,0,0.2384713,0,0.066309564,0,0.8596692,1,0.2656334,0,0.7408116,1,0.753589,1,0.55944216,1,2999
https://bsky.app/profile/paleofuture.bsky.social/post/3knf43s66bk2n,2024-03-11T01:32:24.540Z,at://did:plc:4usmserhjqkvhldgedfjb3jw/app.bsky.feed.post/3knf43s66bk2n,2519,256,159,False,Do these guys think the message of American History X is… anti-woke?,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,paleofuture.bsky.social,paleofuture.bsky.social,False,at://did:plc:4usmserhjqkvhldgedfjb3jw/app.bsky.feed.post/3knf43s66bk2n,0.063423134,0,0.047229487,0,0.06856995,0,0.09917126,0,0.60486573,1,0.101815864,0,0.06207031,0,0.6232618,1,0.14798605,0,0.52270633,1,0.49333236,0,0.41354206,0,2934
https://bsky.app/profile/ryanlcooper.com/post/3ko2hoexa322o,2024-03-19T13:25:33.433Z,at://did:plc:p5yoii26kayabauhkym3vtms/app.bsky.feed.post/3ko2hoexa322o,2288,602,26,True,"real marked difference between a country with a recent experience of dictatorship and one blithely convinced It Can't Happen Here, We're Too Special and Good",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,ryanlcooper.com,ryanlcooper.com,True,at://did:plc:p5yoii26kayabauhkym3vtms/app.bsky.feed.post/3ko2hoexa322o,0.063423134,0,0.079922065,0,0.15614524,0,0.21427503,0,0.08915572,0,0.097804256,0,0.10591495,0,0.5278909,1,0.3589143,0,0.6806886,1,0.39198032,0,0.42058104,0,2916
https://bsky.app/profile/kenwhite.bsky.social/post/3knri26gx5k25,2024-03-15T23:38:11.859Z,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3knri26gx5k25,2350,468,51,False,"Despite recent news airplane travel remains far safer than car and pedestrian travel, which is rendered dangerous by an almost constant rain of items fallen off of Boeing jets",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,kenwhite.bsky.social,kenwhite.bsky.social,True,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3knri26gx5k25,0.017466826,0,0.04069166,0,0.2044055,0,0.45600423,0,0.056353915,0,0.4193646,0,0.14311765,0,0.19735487,0,0.49201176,0,0.38406804,0,0.252337,0,0.28388968,0,2869
https://bsky.app/profile/safety.bsky.app/post/3knjj6y6yoi2i,2024-03-12T19:37:29.078Z,at://did:plc:eon2iu7v3x2ukgxkqaf7e5np/app.bsky.feed.post/3knjj6y6yoi2i,2044,700,49,False,"Bluesky is built to give users control over their social spaces online. Today, we’re open sourcing Ozone, a tool that lets users collaboratively inspect and label content on the network. Later this week, we’re opening up the ability for users to run their own independent moderation services.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,safety.bsky.app,safety.bsky.app,False,at://did:plc:eon2iu7v3x2ukgxkqaf7e5np/app.bsky.feed.post/3knjj6y6yoi2i,0.01646154,0,0.42114583,0,0.37964377,0,0.7522059,1,0.18591298,0,0.5097794,1,0.5115195,1,0.1141927,0,0.09354177,0,0.33639634,0,0.10928553,0,0.21358855,0,2793
https://bsky.app/profile/spavel.bsky.social/post/3knjycv45ik2a,2024-03-13T00:08:06.206Z,at://did:plc:o7xt7svg2xtjbb4e2xqahqqc/app.bsky.feed.post/3knjycv45ik2a,2010,731,20,False,the mad lads actually did it,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,spavel.bsky.social,spavel.bsky.social,True,at://did:plc:o7xt7svg2xtjbb4e2xqahqqc/app.bsky.feed.post/3knjycv45ik2a,0.3250515,0,0.2662679,0,0.08458632,0,0.08062888,0,0.07928687,0,0.10283129,0,0.18987136,0,0.4293646,0,0.33192167,0,0.44900417,0,0.3038975,0,0.42450216,0,2761
https://bsky.app/profile/lordbusinessman.bsky.social/post/3kngffmjlss2n,2024-03-11T13:51:37.515Z,at://did:plc:bhg5fzu5fgj57tqsgsxc2ki2/app.bsky.feed.post/3kngffmjlss2n,2230,426,94,False,"""What Boomer commercial real estate owners will lose if you don't get back into office""",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,lordbusinessman.bsky.social,lordbusinessman.bsky.social,True,at://did:plc:bhg5fzu5fgj57tqsgsxc2ki2/app.bsky.feed.post/3kngffmjlss2n,0.04216247,0,0.09634415,0,0.09678974,0,0.09432412,0,0.27453586,0,0.04695959,0,0.058751587,0,0.56706,1,0.42214608,0,0.735351,1,0.42903563,0,0.59788644,1,2750
https://bsky.app/profile/kashana.bsky.social/post/3knlxntshtk2h,2024-03-13T19:01:39.598Z,at://did:plc:a25kqnnqd7g4bvahjwz2enkh/app.bsky.feed.post/3knlxntshtk2h,2109,467,127,True,"“Just because we took your rights doesn’t mean you have to like, flip out about it.”",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,kashana.bsky.social,kashana.bsky.social,False,at://did:plc:a25kqnnqd7g4bvahjwz2enkh/app.bsky.feed.post/3knlxntshtk2h,0.039462693,0,0.21417195,0,0.24863632,0,0.115462564,0,0.07841389,0,0.12761015,0,0.15068793,0,0.56219244,1,0.30565658,0,0.4370092,0,0.5050459,1,0.33250338,0,2703
https://bsky.app/profile/ovna.dev/post/3knef6wfc4l2d,2024-03-10T18:42:32.152Z,at://did:plc:jmszivbbbadpztauju5dev26/app.bsky.feed.post/3knef6wfc4l2d,2032,588,27,False,>*vinyl scratch sound* >YOU'RE NOW LISTENING TO >*ornithopter flyby* >101.19 >*thumper pounding* >ARRAKIS FM >*explosion* >WHERE WE ONLY PLAY THE SPICIEST TUNES >*sandworm sound* >*sardaukar chanting* >THIS AIN'T YOUR REVEREND MOTHER'S STATION >*imagine dragons - radioactive starts playing*,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,ovna.dev,ovna.dev,False,at://did:plc:jmszivbbbadpztauju5dev26/app.bsky.feed.post/3knef6wfc4l2d,0.42129645,0,0.14154164,0,0.17091095,0,0.12555276,0,0.07410899,0,0.10487753,0,0.3282414,0,0.40581757,0,0.17677198,0,0.40757817,0,0.35152638,0,0.27576712,0,2647
https://bsky.app/profile/evangreer.bsky.social/post/3knk45rdb722i,2024-03-13T01:16:49.518Z,at://did:plc:gexyzhqlp5r7kart7lw4jgzb/app.bsky.feed.post/3knk45rdb722i,2009,577,21,True,"Every Irish band booked to play SXSW has pulled out, joining the boycott in solidarity with Gaza. You love to see it",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,evangreer.bsky.social,evangreer.bsky.social,False,at://did:plc:gexyzhqlp5r7kart7lw4jgzb/app.bsky.feed.post/3knk45rdb722i,0.15158679,0,0.29025218,0,0.27917442,0,0.26450998,0,0.0758189,0,0.14304936,0,0.18528372,0,0.43452495,0,0.29222414,0,0.61609435,1,0.3895526,0,0.37586197,0,2607
https://bsky.app/profile/vpsreports.bsky.social/post/3knpgffqs6k2a,2024-03-15T04:03:21.827Z,at://did:plc:p2qxsyohgdosfoh2ubaxydc3/app.bsky.feed.post/3knpgffqs6k2a,1856,698,31,True,EVERY JOURNALIST THAT RAN A “NEX COMMITTED SUICIDE” STORY SHOULD BE FIRED,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,vpsreports.bsky.social,vpsreports.bsky.social,False,at://did:plc:p2qxsyohgdosfoh2ubaxydc3/app.bsky.feed.post/3knpgffqs6k2a,0.36095104,0,0.0010945929,0,0.102069505,0,0.08505413,0,0.08192977,0,0.03358276,0,0.048411634,0,0.58354354,1,0.23941793,0,0.48874584,0,0.61245984,1,0.4683047,0,2585
https://bsky.app/profile/jbouie.bsky.social/post/3knovwzjb4c2j,2024-03-14T23:08:59.473Z,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knovwzjb4c2j,2034,463,28,True,this is absolutely correct. one of the arguments i kept making in the aftermath of january 6 was that the attempt to turn a pro forma ceremony into a moment of real political contestation had revolutionary implications for american political life.,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,jbouie.bsky.social,jbouie.bsky.social,False,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3knovwzjb4c2j,0.011686437,0,0.7788295,1,0.27326855,0,0.61912376,1,0.5573822,1,0.44334027,0,0.5283597,1,0.20655026,0,0.28687593,0,0.4111722,0,0.252337,0,0.23374689,0,2525
https://bsky.app/profile/edithcharles.bsky.social/post/3knppw6m6ym2b,2024-03-15T06:53:48.492Z,at://did:plc:qnwrertmdznkkexzktkweuvb/app.bsky.feed.post/3knppw6m6ym2b,2027,422,59,False,Jesus Christ then just tell us what his demands are already!!,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,edithcharles.bsky.social,edithcharles.bsky.social,True,at://did:plc:qnwrertmdznkkexzktkweuvb/app.bsky.feed.post/3knppw6m6ym2b,0.04240986,0,0.104675725,0,0.09889726,0,0.042050194,0,0.29063478,0,0.06774491,0,0.0366042,0,0.43379205,0,0.413706,0,0.25593555,0,0.46040437,0,0.24663772,0,2508
https://bsky.app/profile/kilgoretrout.bsky.social/post/3knjfwno4dy2l,2024-03-12T18:39:08.498Z,at://did:plc:yxavlmxjv2j2nwvjesmq5ogl/app.bsky.feed.post/3knjfwno4dy2l,1981,339,160,False,today in the department of wildly popular ideas you should definitely campaign hot & heavy on,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,kilgoretrout.bsky.social,kilgoretrout.bsky.social,False,at://did:plc:yxavlmxjv2j2nwvjesmq5ogl/app.bsky.feed.post/3knjfwno4dy2l,0.11398677,0,0.23531619,0,0.10410205,0,0.13222396,0,0.10734529,0,0.06857873,0,0.0637539,0,0.3670013,0,0.32897097,0,0.4961282,0,0.27200416,0,0.24793908,0,2480
https://bsky.app/profile/jrbolt.bsky.social/post/3knkfjwpchs22,2024-03-13T04:04:42.193Z,at://did:plc:5dn6hroc3v7i53cz6hpq3zgv/app.bsky.feed.post/3knkfjwpchs22,1861,577,35,False,"Star Wars reflects George Lucas's passion for hot rods, sci-fi pulp serials, samurai movies and WWII dogfights. Ghostbusters reflects Dan Aykroyd's passion for New Age paranormalism, New York architecture and HP Lovecraft. These sequels, mostly, reflect fandom's passion for fandom.",https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up-weekly,jrbolt.bsky.social,jrbolt.bsky.social,True,at://did:plc:5dn6hroc3v7i53cz6hpq3zgv/app.bsky.feed.post/3knkfjwpchs22,0.032391842,0,0.12267091,0,0.07972292,0,0.5292902,1,0.18398336,0,0.46993598,0,0.117865905,0,0.22807845,0,0.084656976,0,0.33119497,0,0.11723621,0,0.12680504,0,2473
